0.000000000000000000e+00,9.059829059829059617e+00
1.000000000000000000e+00,9.806771711533615488e+00
2.000000000000000000e+00,1.054472409311118852e+01
3.000000000000000000e+00,1.135158626684050276e+01
4.000000000000000000e+00,1.228046998538801660e+01
5.000000000000000000e+00,1.309368597504190568e+01
6.000000000000000000e+00,1.407936507936507908e+01
7.000000000000000000e+00,1.519485978502371815e+01
8.000000000000000000e+00,1.622022422022421750e+01
9.000000000000000000e+00,1.744830125782506514e+01
1.000000000000000000e+01,1.867110667110667066e+01
1.100000000000000000e+01,1.992926613616268838e+01
1.200000000000000000e+01,2.125743109349666682e+01
1.300000000000000000e+01,2.267050409907552577e+01
1.400000000000000000e+01,2.404173604173604062e+01
1.500000000000000000e+01,2.534966948760051864e+01
1.600000000000000000e+01,2.672500339167005734e+01
1.700000000000000000e+01,2.822821622821622611e+01
1.800000000000000000e+01,2.957655677655677451e+01
1.900000000000000000e+01,3.077723043240284539e+01
2.000000000000000000e+01,3.175321410615527995e+01
2.100000000000000000e+01,3.244960490243509099e+01
2.200000000000000000e+01,3.318455207344096181e+01
2.300000000000000000e+01,3.362637362637362770e+01
2.400000000000000000e+01,3.395673508881056080e+01
2.500000000000000000e+01,3.396308819385742339e+01
2.600000000000000000e+01,3.357411477411476852e+01
2.700000000000000000e+01,3.286198078650908627e+01
2.800000000000000000e+01,3.217094017094017033e+01
2.900000000000000000e+01,3.124104407123274996e+01
3.000000000000000000e+01,3.004429122076180647e+01
3.100000000000000000e+01,2.904245327322250247e+01
3.200000000000000000e+01,2.781391941391941103e+01
3.300000000000000000e+01,2.649621489621489445e+01
3.400000000000000000e+01,2.530920060331824928e+01
3.500000000000000000e+01,2.409907552764695637e+01
3.600000000000000000e+01,2.285813959283347074e+01
3.700000000000000000e+01,2.157916157916157829e+01
3.800000000000000000e+01,2.062297041020445221e+01
3.900000000000000000e+01,1.964692714692714404e+01
4.000000000000000000e+01,1.859656683186094739e+01
4.100000000000000000e+01,1.777894063608349029e+01
4.200000000000000000e+01,1.712403337403337389e+01
4.300000000000000000e+01,1.648112236347530413e+01
4.400000000000000000e+01,1.589960656627323132e+01
4.500000000000000000e+01,1.538511375246068980e+01
4.600000000000000000e+01,1.491552375273305309e+01
4.700000000000000000e+01,1.455789580789580739e+01
4.800000000000000000e+01,1.417121150454483747e+01
4.900000000000000000e+01,1.365757699091032329e+01
5.000000000000000000e+01,1.331175284663656733e+01
5.100000000000000000e+01,1.306037172703839211e+01
5.200000000000000000e+01,1.251502310325839673e+01
5.300000000000000000e+01,1.196632071632071614e+01
5.400000000000000000e+01,1.142746142746142723e+01
5.500000000000000000e+01,1.101241351241351119e+01
5.600000000000000000e+01,1.054700854700854684e+01
5.700000000000000000e+01,1.019835510401548007e+01
5.800000000000000000e+01,9.756909756909756481e+00
5.900000000000000000e+01,9.432085529646505151e+00
6.000000000000000000e+01,9.085877085877084980e+00
6.100000000000000000e+01,8.858233964616943013e+00
6.200000000000000000e+01,8.591778591778592045e+00
6.300000000000000000e+01,8.351648351648350399e+00
6.400000000000000000e+01,8.183547718431437801e+00
6.500000000000000000e+01,7.975912975912975433e+00
6.600000000000000000e+01,7.906131808570832753e+00
6.700000000000000000e+01,7.771283090432025809e+00
6.800000000000000000e+01,7.711301044634377710e+00
6.900000000000000000e+01,7.604752970606628359e+00
7.000000000000000000e+01,7.609279609279608891e+00
7.100000000000000000e+01,7.573185621966109338e+00
7.200000000000000000e+01,7.610214844257396472e+00
7.300000000000000000e+01,7.573870573870573608e+00
7.400000000000000000e+01,7.619615526592269816e+00
7.500000000000000000e+01,7.712740773965263585e+00
7.600000000000000000e+01,7.771246841014282758e+00
7.700000000000000000e+01,7.839409267980696150e+00
7.800000000000000000e+01,7.962714791983084517e+00
7.900000000000000000e+01,8.002713336046669568e+00
8.000000000000000000e+01,8.071399499970928204e+00
8.100000000000000000e+01,8.200584944770991314e+00
8.200000000000000000e+01,8.418007113659287555e+00
8.300000000000000000e+01,8.611943611943612353e+00
8.400000000000000000e+01,8.742936649913392699e+00
